Search_ID,Case_Name,Citation,Year,Exclusion_Reason,First_Pass_Likely_Case_Type
westlaw_100_full_text_items_for_appendectomy1_0036,"Armin Wand, III v. Leonard Johnson and Beckey Kramer",2022 WL 1497943,2022,No operative details or documented clinical harm; case focuses on constitutional and negligence claims without specific appendectomy or complication.; Harm=UNKNOWN,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy1_0037,"Distinguished by Doe v. Bellin Memorial Hospital, 7th Cir.(Wis.), June 1, 1973",475 F.2d 701,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0038,"UNITED STATES FIDELITY AND GUARANTY COMPANY, Plaintiff,
v.
Peter DITORO, Paul Brawer, Alfred Brawer, S. C. Mazaleski and The Pittston Hospital, Defendants.",206 F.Supp. 528,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0039,"UNITED STATES of America, Plaintiff,
v.
Dwayne RICHARDSON, Defendant.",2025 WL 579189,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0040,"Ralph G. WOOD, Appellant,
v.
David J. SHULKIN, M.D., Secretary of Veterans Affairs, Appellee.",2017 WL 710724,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0041,"Joy R. WHIPPLE, M.D., Plaintiff,
v.
UNUM LIFE INSURANCE COMPANY OF AMERICA, Defendant.",2013 WL 12412009,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0042,"April MACK O/B/O Cardell Mack
v.
Kenneth S. APFEL, Commissioner of Social Security Administration",1999 WL 239493,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0043,"UNITED STATES of America
v.
John LEWIS",2024 WL 943310,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0044,"Davey LEE, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2023 WL 3993725,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy1_0045,"Elijah THOMAS, Appellant,
v.
Robert A. McDONALD, Secretary of Veterans Affairs, Appellee.",2015 WL 6437599,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=UNKNOWN,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0046,"Herminio PEREZ-ADAMES, Appellant,
v.
Anthony J. PRINCIPI, Secretary of Veterans Affairs, Appellee.",18 Vet.App. 160,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy1_0047,"Cassandra Lynn SCOTT, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2015 WL 6501143,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=UNKNOWN,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0048,Jorge Robles Jauregui v. Matthew Cate et al.,2013 WL 655166,2013,"Civil rights claim, not a medical malpractice action; Is_Malpractice_Case=NO; Harm=UNKNOWN",operative_complication
westlaw_100_full_text_items_for_appendectomy1_0049,"Rontaveus WALKER, individually and as administrator of the estate of Rodney Walker, et al., Plaintiffs,
v.
SOUTHERN HEALTH PARTNERS, et al., Defendants.",576 F.Supp.3d 516,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0051,"Declined to Follow by Scott v. City of Bismarck, D.N.D., September 17, 2018",2007 WL 677711,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0053,"Eggins v. American Heritage Life Insurance Company, et al.",2008 WL 11349892,2008,Non-malpractice insurance coverage dispute; Is_Malpractice_Case=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0054,"Robert E. TAYLOR Plaintiff,
v.
Jo Anne B. BARNHART, Acting Commissioner of Social Security Defendant.",2002 WL 1160162,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0056,"NORTHWESTERN NAT. LIFE INS. CO.
v.
NALBANT et al.",119 F.2d 725,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0059,"David R. COHEE, Plaintiff
v.
Carolyn W. COLVIN, Commissioner, Social Security Administration, Defendant.",2015 WL 3613869,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0060,"William Lord PAYNE, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 1190852,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0061,"NATIONAL LABOR RELATIONS BOARD, Petitioner,
v.
HOWELL AUTOMATIC MACHINE COMPANY, Respondent.",454 F.2d 1077,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0062,"James R. COOK, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",4 Vet.App. 231,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0063,"Christine L. OLSEN, Appellant,
v.
Hershel W. GOBER, Acting Secretary of Veterans Affairs, Appellee.",15 Vet.App. 441,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy1_0064,"Mohamed ELSHERIF, Plaintiff,
v.
MAYO CLINIC, et al., Defendants.",2020 WL 3959275,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0066,Graytz Morrison v. United States of America,2023 WL 2739619,2023,Not a medical malpractice claim; no documented clinical injury such as perforation or sepsis.; Is_Malpractice_Case=NO; Harm=UNKNOWN,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy1_0067,"Brenda MARTIN, Plaintiff,
v.
Andrew M. SAUL, Commissioner of Social Security, Defendant.",2020 WL 7060396,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0068,"Betty J. STURGIS, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of the Social Security Administration,1 Defendant.",2014 WL 1333718,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0069,"Nicolas Wilson v. Jane Doe Nurse, et al.",2015 WL 862330,2015,Not a medical malpractice claim; civil rights 42 U.S.C. §1983 action alleging deliberate indifference to medical care.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy1_0070,"Raymond M. MARKER, Plaintiff-Appellant,
v.
UNION FIDELITY LIFE INSURANCE COMPANY, Defendant-Appellee.",907 F.2d 1138,2026,Is_Malpractice_Case=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0071,"Basil Q. YOUNG, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2014 WL 1272724,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0072,,579 F.Supp. 911,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0073,"PRUDENTIAL INS. CO. OF AMERICA
v.
WINN.1",71 F.2d 126,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0074,"T. M. STANTON, Petitioner.
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent.",1947 WL 8144,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0075,"Karra GRABER, Plaintiff,
v.
SELECT SPECIALTY HOSPITAL—PENSACOLA, INC., Defendants.",2013 WL 12176998,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0076,"DAXIEL S.W. and CONSTANCE L. KELLY, Petitioner
v.
COMMISSIONER OF INTERNAL REVENUE, Respondent",,2026,Is_Malpractice_Case=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0077,"John P. STURGIS, Plaintiff,
v.
Frank THOMAS, et al., Defendants.",2012 WL 968019,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0078,"Gary BLACKWELL, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2010 WL 4704300,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0079,"BRANDON D.,1 Plaintiff,
v.
Leland DUDEK, Acting Commissioner of Social Security,2 Defendant.",2025 WL 1078345,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0080,"Mohamed ELSHERIF, Plaintiff,
v.
MAYO CLINIC and Robert J. Spinner, Defendants.",2021 WL 1634797,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0081,"Kate Lowther DES PORTES, as Administratrix C.T.A.D.B.N. of the Estate of Richard S. DesPortes, Plaintiff,
v.
UNITED STATES of America, Defendant.",171 F.Supp. 598,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0082,"Jeffrey MCANDREW, Plaintiff,
v.
DELAWARE & HUDSON RAILWAY CO., Inc. d/b/a C.P. Rail System, Defendant.",2013 WL 12097417,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0084,"WHARTON
v.
AETNA LIFE INS. CO.",48 F.2d 37,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0085,"Frank B. SAVAGE, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 103,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0086,"Michael D. WINTERS, Appellant,
v.
Denis MCDONOUGH, Secretary of Veterans Affairs, Appellee.",2023 WL 3735164,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0087,"David L. BIANCARDI, Appellant,
v.
Jesse BROWN, Secretary of Veterans Affairs, Appellee.",15 Vet.App. 158,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0088,"David R. RUOZI, Appellant,
v.
Eric K. SHINSEKI, Secretary of Veterans Affairs, Appellee.",2013 WL 2422631,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0089,"UNITED STATES
v.
LE DUC.",48 F.2d 789,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0090,"Richard B. BOOTH, Appellant,
v.
Togo D. WEST, Jr., Secretary of Veterans Affairs, Appellee.",16 Vet.App. 447,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0091,"Beverly J. O’NEIL, Appellant,
v.
Anthony J. PRINCIPI, Secretary of Veterans Affairs, Appellee.",2003 WL 1192916,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0093,"Donald CLARK, Plaintiff,
v.
Lori LAY, Defendant.",2012 WL 11128,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy1_0095,"Overruled by Kessel v. West, Vet.App., September 20, 1999",12 Vet.App. 188,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy1_0096,"HOME LIFE INS. CO.
v.
MADERE et al.",101 F.2d 292,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy1_0097,"Dianne M. Bellew v. Ethicon, Inc., et al",2014 WL 5589343,2014,Not a medical malpractice case; product liability claim.; Is_Malpractice_Case=NO,operative_complication
westlaw_100_full_text_items_for_appendectomy1_0098,"Xavier LUCERO and Christine Lucero, Plaintiffs,
v.
TARGET CORPORATION and Monica Hall, Defendants.",2010 WL 11602569,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy1_0099,"BONNIE ALBANO, on behalf of her minor child, L.A., Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2026 WL 973533,2026,Is_Malpractice_Case=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0000,"Bernard BARNETT, Plaintiff,
v.
Terry O’BRIEN, et al., Defendants.",2010 WL 1816374,2010,Appendicitis_Index=NO; Harm=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy10_0001,"Adrienne BENNETT, Plaintiff,
v.
KEMPER NATIONAL SERVICES, INC., et al., Defendants.",2008 WL 5273664,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy10_0002,"Review Granted, Reversed by Hocraffer v. Secretary of Health and Human Services, Fed.Cl., January 26, 2005",2004 WL 627777,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0003,"Nikki J. HERNANDEZ, Plaintiff,
v.
Nancy A. BERRYHILL, Acting Commissioner of Social Security, Defendant.",2019 WL 1207012,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0004,"Terrie Jo SLOCUM, Plaintiff,
v.
Andrew SAUL,1 Commissioner of Social Security, Defendant.",2019 WL 4281907,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0005,"Reversed and Remanded by Rodriguez ex rel. Rodriguez v. Secretary of Health and Human Services, Fed.Cl., August 8, 2005",2005 WL 1415445,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0006,,365 B.R. 755,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0007,"Jack E. GRANT, Plaintiff,
v.
CHEMREX, INC., Defendant.",1997 WL 223071,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0008,"Tony C. GIBSON, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2008 WL 3926868,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0009,,677 F.Supp.3d 479,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy10_0010,"Terry L. HALL, Plaintiff,
v.
Kenneth APFEL, Commissioner of Social Security, Defendant.",2000 WL 34032919,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0011,,2019 WL 10888658,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0012,"Lula Marlene HYATT, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",2012 WL 2577556,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0013,,2018 WL 3745824,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0014,"Thomas J. CALHOUN, a/k/a John Arthur Orr, Plaintiff
v.
VOLUSIA COUNTY, et al., Defendants.",499 F.Supp.2d 1299,2026,Is_Malpractice_Case=UNKNOWN; Appendicitis_Index=UNKNOWN; Harm=UNKNOWN,unclear
westlaw_100_full_text_items_for_appendectomy10_0015,"Distinguished by Freeman v. C.I.R., U.S.Tax Ct., September 16, 2009",,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
westlaw_100_full_text_items_for_appendectomy10_0016,"Distinguished by Johnson v. Garant, 7th Cir.(Ill.), December 6, 2019",266 F.3d 724,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0017,"Called into Doubt by Morrison v. Walker, 5th Cir.(Tex.), August 9, 2017",638 F.2d 848,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0018,"Benjamin J. Davis v. County of Cape May, et al.",2019 WL 4463319,2019,"Case is a civil rights §1983 claim, not a medical malpractice/negligence action.; Is_Malpractice_Case=NO",delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy10_0019,"CALLAWAY COMMUNITY HOSPITAL, et al., Plaintiffs,
v.
Louis W. SULLIVAN, Secretary of Health and Human Services, Defendant.",784 F.Supp. 693,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy10_0021,"Bruce ROTHE, Plaintiff,
v.
Michael J. ASTRUE, Commissioner of Social Security, Defendant.",766 F.Supp.2d 5,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0022,"Patrick MORRISON, Plaintiff,
v.
Dr. MAMIS, Defendant.",2008 WL 5451639,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0023,"Laveta Diane SOWELL
v.
Michael J. ASTRUE, Commissioner of Social Security Administration.",2011 WL 4348139,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0024,"Candi PARKER, Plaintiff,
v.
CENTRAL KANSAS MEDICAL CENTER, et al., Defendants.",178 F.Supp.2d 1205,2026,Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0025,,831 F.3d 1063,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,payment_dispute
westlaw_100_full_text_items_for_appendectomy10_0026,"Richard P. ARTHUR, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant.",2017 WL 816995,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0027,"Declined to Extend by Smith v. CoreCivic, Inc., M.D.Tenn., August 2, 2022",801 Fed.Appx. 354,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0028,"Richard P. ARTHUR, Plaintiff
v.
Carolyn W. COLVIN, Acting Commissioner of Social Security, Defendant",2017 WL 784563,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0029,"Steven Leon HILL, Plaintiff,
v.
Carolyn W. COLVIN, Acting Commissioner, Social Security Administration, Defendant.",2015 WL 1208803,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0030,Arron A. McClain v. Jessica Dugan,2019 WL 6330507,2019,Not a medical malpractice claim; filed under 42 U.S.C. §1983 Eighth Amendment claim.; Is_Malpractice_Case=NO,delayed_diagnosis
westlaw_100_full_text_items_for_appendectomy10_0031,"Julian HENLEY, Petitioner,
v.
SECRETARY OF HEALTH AND HUMAN SERVICES, Respondent.",2017 WL 11296963,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0032,"Dana MEADE, et al., Plaintiff
v.
ETHICON, INC., et al., Defendants",2020 WL 6395814,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0033,"Cynthia Carolyn STILLS, Plaintiff,
v.
Nancy A. BERRYHILL1, Acting Commissioner of Social Security, Defendant.",2018 WL 4297853,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,unclear
westlaw_100_full_text_items_for_appendectomy10_0034,"Michelle HESS, Plaintiff,
v.
COMMISSIONER OF SOCIAL SECURITY ADMINISTRATION, Defendant.",2024 WL 4710894,2026,Is_Malpractice_Case=NO; Appendicitis_Index=NO; Harm=NO,incidental_history
